CXSS2101039,重组人生长激素注射液,治疗用生物制品,3.2,2021-10-19,2022-10-24,长春金赛药业有限责任公司;长春金赛药业有限责任公司,重组人生长激素注射液（CXSS2101036-039）增加适应症技术审评报告.pdf/ 重组人生长激素注射液（CXSS2101036-039）说明书.pdf
CXSS2101032,卡度尼利单抗注射液,治疗用生物制品,1,2021-09-26,2022-09-27,康方药业有限公司;中山康方生物医药有限公司,卡度尼利单抗注射液（CXSS2101032）申请上市技术审评报告.pdf/ 卡度尼利单抗注射液（CXSS2101032）说明书.pdf
JXSS2101023,依奇珠单抗注射液,治疗用生物制品,3.1,2021-09-23,2023-02-20,Eli Lilly and Company;礼来苏州制药有限公司;Eli Lilly and Company,依奇珠单抗注射液 （JXSS2101023）申请上市技术审评报告.pdf/ 依奇珠单抗注射液 （JXSS2101023）说明书.pdf
CXSS2101031,信迪利单抗注射液,治疗用生物制品,2.2,2021-09-22,2022-10-22,信达生物制药（苏州）有限公司;信达生物制药（苏州）有限公司,信迪利单抗注射液（CXSS2101031）申请上市技术审评报告-.pdf/ CXSS2101031_说明书_信迪利单抗注射液_.pdf
CXSS2101030,斯鲁利单抗注射液,治疗用生物制品,1,2021-09-16,2023-03-28,上海复宏汉霖生物制药有限公司;上海复宏汉霖生物制药有限公司,斯鲁利单抗注射液（CXSS2101030）申请上市技术审评报告-.pdf/ CXSS2101030_说明书_斯鲁利单抗注射液.pdf
JXSS2101022,纳武利尤单抗注射液,治疗用生物制品,2.2,2021-09-16,2022-10-10,-;百时美施贵宝（中国）投资有限公司;-;-,纳武利尤单抗注射液（JXSS2101021-22）报告.pdf/ JXSS2101021-22_说明书_纳武利尤单抗注射液_.pdf
JXSS2101019,纳武利尤单抗注射液,治疗用生物制品,3.1,2021-09-15,2022-10-10,-;百时美施贵宝（中国）投资有限公司;-;-,纳武利尤单抗注射液（JXSS2101019-20）申请上市技术审评报告.pdf/ JXSS2101019-20__说明书_纳武利尤单抗注射液_.pdf
JXSS2101020,纳武利尤单抗注射液,治疗用生物制品,3.1,2021-09-15,2022-10-10,-;百时美施贵宝（中国）投资有限公司;-;-,纳武利尤单抗注射液（JXSS2101019-20）申请上市技术审评报告.pdf/ JXSS2101019-20__说明书_纳武利尤单抗注射液_.pdf
JXSS2101021,纳武利尤单抗注射液,治疗用生物制品,2.2,2021-09-15,2022-10-10,-;百时美施贵宝（中国）投资有限公司;-;-,纳武利尤单抗注射液（JXSS2101021-22）报告.pdf/ JXSS2101021-22_说明书_纳武利尤单抗注射液_.pdf
CXHS2101037,示踪用盐酸米托蒽醌注射液,化药,2.4,2021-09-08,2022-11-01,深圳华润九创医药有限公司;上海创诺制药有限公司,示踪用盐酸米托蒽醌注射液（CXHS2101037）申请上市技术审评报告-.pdf/ CXHS2101037_说明书_示踪用盐酸米托蒽醌注射液.pdf
CXSS2101026,舒格利单抗注射液,治疗用生物制品,1,2021-09-06,2022-09-23,基石药业（苏州）有限公司;无锡药明生物技术股份有限公司,舒格利单抗注射液（CXSS2101026）申请上市技术审评报告-.pdf/ CXSS2101026_说明书_舒格利单抗注射液.pdf
JXHS2101043,曲美替尼片,化药,5.1,2021-09-06,2022-09-02,/;北京诺华制药有限公司;/;/,曲美替尼片（JXHS2101043-044）-申请上市技术审评报告.pdf/ 曲美替尼片（JXHS2101043-044）-说明书.pdf
JXHS2101044,曲美替尼片,化药,5.1,2021-09-06,2022-09-02,/;北京诺华制药有限公司;/;/,曲美替尼片（JXHS2101043-044）-申请上市技术审评报告.pdf/ 曲美替尼片（JXHS2101043-044）-说明书.pdf
JXHS2101045,甲磺酸达拉非尼胶囊,化药,5.1,2021-09-06,2022-09-02,/;北京诺华制药有限公司;/;/,甲磺酸达拉非尼胶囊（JXHS2101045-046）-申请上市技术审评报告.pdf/ 甲磺酸达拉非尼胶囊（JXHS2101045-046）-说明书.pdf
JXHS2101046,甲磺酸达拉非尼胶囊,化药,5.1,2021-09-06,2022-09-02,/;北京诺华制药有限公司;/;/,甲磺酸达拉非尼胶囊（JXHS2101045-046）-申请上市技术审评报告.pdf/ 甲磺酸达拉非尼胶囊（JXHS2101045-046）-说明书.pdf
CXHS2101036,妥布霉素吸入溶液,化药,2.4,2021-09-01,2023-01-03,健康元药业集团股份有限公司;深圳太太药业有限公司;健康元海滨药业有限公司,妥布霉素吸入溶液（CXHS2101036） 申请上市技术审评报告.pdf/ 妥布霉素吸入溶液（CXHS2101036） 说明书.pdf
JXHS2101047,贝米肝素钠注射液,化药,5.1,2021-09-01,2023-04-18,不适用;海纳阳光（北京）医药控股有限公司;不适用,贝米肝素钠注射液（JXHS2101047-48）申请上市技术审评报告.pdf/ 贝米肝素钠注射液（JXHS2101047-48）说明书.pdf
JXHS2101048,贝米肝素钠注射液,化药,5.1,2021-09-01,2023-04-18,不适用;海纳阳光（北京）医药控股有限公司;不适用,贝米肝素钠注射液（JXHS2101047-48）申请上市技术审评报告.pdf/ 贝米肝素钠注射液（JXHS2101047-48）说明书.pdf
JXSS2101017,雷莫西尤单抗注射液,治疗用生物制品,3.1,2021-08-23,2023-03-20,Eli Lilly and Company;礼来苏州制药有限公司;Eli Lilly and Company,雷莫西尤单抗注射液（JXSS2101017-18）申请上市技术审评报告-.pdf/ JXSS2101017-18_说明书_雷莫西尤单抗注射液.pdf
JXSS2101018,雷莫西尤单抗注射液,治疗用生物制品,3.1,2021-08-23,2023-03-20,Eli Lilly and Company;礼来苏州制药有限公司;Eli Lilly and Company,雷莫西尤单抗注射液（JXSS2101017-18）申请上市技术审评报告-.pdf/ JXSS2101017-18_说明书_雷莫西尤单抗注射液.pdf
CXSS2101021,替雷利珠单抗注射液,治疗用生物制品,2.2,2021-08-20,2022-09-23,百济神州（上海）生物科技有限公司;勃林格殷格翰生物药业（中国）有限公司;广州百济神州生物制药有限公司,替雷利珠单抗注射液（CXSS2101021）申请上市技术审评报告-.pdf/ CXSS2101021_说明书_替雷利珠单抗注射液.pdf
JXHS2101039,艾伏尼布片,化药,5.1,2021-08-03,2022-04-26,无;基石药业（苏州）有限公司;无;无,艾伏尼布片（JXHS2101039）-申请上市技术审评报告.pdf/ 艾伏尼布片（JXHS2101039）-说明书.pdf
CXSS2101014,特瑞普利单抗注射液,治疗用生物制品,2.2,2021-07-30,2022-09-23,上海君实生物医药科技股份有限公司;苏州众合生物医药科技有限公司,特瑞普利单抗注射液（CXSS2101014-15）申请上市技术审评报告.pdf/ CXSS2101014-15_说明书_特瑞普利单抗注射液.pdf
CXSS2101015,特瑞普利单抗注射液,治疗用生物制品,2.2,2021-07-30,2022-09-23,上海君实生物医药科技股份有限公司;苏州众合生物医药科技有限公司,特瑞普利单抗注射液（CXSS2101014-15）申请上市技术审评报告.pdf/ CXSS2101014-15_说明书_特瑞普利单抗注射液.pdf
JXHS2101035,交联玻璃酸钠注射液,化药,5.1,2021-07-24,2023-04-18,无;北京新沿线医药科技发展有限公司;无,丁甘交联玻璃酸钠注射液（JXHS2101035）申请上市技术审评报告.pdf/ 丁甘交联玻璃酸钠注射液（JXHS2101035）说明书.pdf
CXHS2101030,依达拉奉舌下片,化药,2.2,2021-07-19,2023-04-18,南京百鑫愉医药有限公司;药源生物科技（启东）有限公司,依达拉奉舌下片（CXHS2101030）申请上市技术审评报告.pdf/ 依达拉奉舌下片（CXHS2101030）说明书.pdf
JXHS2101033,拉米夫定多替拉韦片,化药,5.1,2021-07-16,2023-03-23,无;葛兰素史克（中国）投资有限公司;无;无,拉米夫定多替拉韦片（JXHS2101033）申请上市技术审评报告.pdf/ 拉米夫定多替拉韦片（JXHS2101033）说明书.pdf
CXSS2101011,注射用维迪西妥单抗,治疗用生物制品,2.2,2021-07-14,2022-07-13,荣昌生物制药（烟台）股份有限公司;荣昌生物制药（烟台）股份有限公司,CXSS2101011_注射用维迪西妥单抗_报告.pdf/ CXSS2101011_说明书_注射用维迪西妥单抗.pdf
JXHS2101031,Lorlatinib片,化药,5.1,2021-07-14,2022-11-01,无;辉瑞投资有限公司;无,Lorlatinib片（JXHS2101031-32）申请上市技术审评报告-.pdf/ JXHS2101031-32_说明书_Lorlatinib片_.pdf
JXHS2101032,Lorlatinib片,化药,5.1,2021-07-14,2022-11-01,无;辉瑞投资有限公司;无,Lorlatinib片（JXHS2101031-32）申请上市技术审评报告-.pdf/ JXHS2101031-32_说明书_Lorlatinib片_.pdf
CXHS2101028,盐酸恩沙替尼胶囊,化药,2.4,2021-07-13,2022-07-06,贝达药业股份有限公司;贝达药业股份有限公司,CXHS2101028-29_盐酸恩沙替尼胶囊_报告.pdf/ CXHS2101028-29_说明书_盐酸恩沙替尼胶囊.pdf
CXHS2101029,盐酸恩沙替尼胶囊,化药,2.4,2021-07-13,2022-07-06,贝达药业股份有限公司;贝达药业股份有限公司,CXHS2101028-29_盐酸恩沙替尼胶囊_报告.pdf/ CXHS2101028-29_说明书_盐酸恩沙替尼胶囊.pdf
CXSS2101010,门冬胰岛素50注射液,治疗用生物制品,3.4,2021-07-13,2023-04-18,通化东宝药业股份有限公司;通化东宝药业股份有限公司,门冬胰岛素50注射液（CXSS2101010）申请上市技术审评报告.pdf/ 门冬胰岛素50注射液（CXSS2101010）说明书.pdf
JXHS2101026,Pemigatinib片,化药,5.1,2021-07-12,2022-07-20,无;信达生物制药（苏州）有限公司;无;无,JXHS2101026 28_Pemigatinib片_报告_.pdf/ JXHS2101026 28_说明书_Pemigatinib片.pdf
JXHS2101028,Pemigatinib片,化药,5.1,2021-07-12,2022-07-20,无;信达生物制药（苏州）有限公司;无;无,JXHS2101026 28_Pemigatinib片_报告_.pdf/ JXHS2101026 28_说明书_Pemigatinib片.pdf
CXSS2101009,替雷利珠单抗注射液,治疗用生物制品,2.2,2021-07-08,2022-09-06,百济神州（上海）生物科技有限公司;勃林格殷格翰生物药业（中国）有限公司;广州百济神州生物制药有限公司,替雷利珠单抗注射液（CXSS2101009）-申请上市技术审评报告.pdf/ 替雷利珠单抗注射液（CXSS2101009）-说明书.pdf
CXSS2101008,普特利单抗注射液,治疗用生物制品,1,2021-07-05,2023-03-21,乐普生物科技股份有限公司;鼎康（武汉）生物医药有限公司,普特利单抗注射液（CXSS2101008）公开审评报告_.pdf/ CXSS2101008__说明书_普特利单抗注射液_.pdf
CXZS2101003,广金钱草总黄酮胶囊,中药,1.2,2021-07-02,2022-10-31,武汉光谷人福生物医药有限公司;武汉康乐药业股份有限公司,广金钱草总黄酮胶囊申请上市技术审评报告.pdf/ 广金钱草总黄酮胶囊说明书.pdf
JXSS2101015,莫格利珠单抗注射液,治疗用生物制品,3.1,2021-07-02,2023-03-03,无;协和麒麟（中国）制药有限公司;无,莫格利珠单抗注射液 （JXSS2101015）申请上市公开审评报告.pdf/ 莫格利珠单抗注射液 （JXSS2101015）说明书.pdf
CXHS2101026,注射用苯磺酸瑞马唑仑,化药,2.4,2021-07-01,2022-05-18,宜昌人福药业有限责任公司;宜昌人福药业有限责任公司,CXHS2101026_注射用苯磺酸瑞马唑仑 报告.pdf/ CXHS2101026_说明书_注射用苯磺酸瑞马唑仑.pdf
JXSS2101014,阿替利珠单抗注射液,治疗用生物制品,2.2,2021-06-30,2022-07-06,/;罗氏（中国）投资有限公司;/;/,JXSS2101014_阿替利珠单抗注射液_报告.pdf/ JXSS2101014_说明书_阿替利珠单抗注射液.pdf
CXHS2101025,环泊酚注射液,化药,2.4,2021-06-21,2022-04-28,辽宁海思科制药有限公司;辽宁海思科制药有限公司,环泊酚注射液 （CXHS2101025）-申请上市技术审评报告.pdf/ 环泊酚注射液 （CXHS2101025）-说明书.pdf
CXSS2101004,替雷利珠单抗注射液,治疗用生物制品,2.2,2021-06-04,2022-06-24,百济神州（上海）生物科技有限公司;勃林格殷格翰生物药业（中国）有限公司;广州百济神州生物制药有限公司,替雷利珠单抗注射液（CXSS2101004）申请上市技术审评报告.pdf/ 替雷利珠单抗注射液（CXSS2101004）说明书.pdf
CXHS2101017,甲磺酸阿美替尼片,化药,2.4,2021-05-20,2022-07-06,江苏豪森药业集团有限公司;江苏豪森药业集团有限公司,CXHS2101017_甲磺酸阿美替尼片_报告.pdf/ CXHS2101017_说明书_甲磺酸阿美替尼片.pdf
JXHS2101014,硫酸Larotrectinib口服溶液,化药,5.1,2021-05-20,2022-10-28,/;拜耳医药保健有限公司;/;/,硫酸拉罗替尼口服溶液（JXHS2101014）申请上市技术审评报告-.pdf/ JXHS2101014_说明书_硫酸Larotrectinib口服溶液_.pdf
JXHS2101015,硫酸Larotrectinib胶囊,化药,5.1,2021-05-20,2022-10-28,/;拜耳医药保健有限公司;/;/,硫酸拉罗替尼胶囊（JXHS2101015-16）申请上市技术审评报告-.pdf/ JXHS2101015-16_说明书_硫酸Larotrectinib胶囊_.pdf
JXHS2101016,硫酸Larotrectinib胶囊,化药,5.1,2021-05-20,2022-10-28,/;拜耳医药保健有限公司;/;/,硫酸拉罗替尼胶囊（JXHS2101015-16）申请上市技术审评报告-.pdf/ JXHS2101015-16_说明书_硫酸Larotrectinib胶囊_.pdf
JXSS2101007,注射用戈沙妥组单抗,治疗用生物制品,3.1,2021-05-18,2023-02-28,/;云顶药业（苏州）有限公司;/;/,注射用戈沙妥珠单抗（JXSS2101007）-申请上市技术审评报告.pdf/ 注射用戈沙妥珠单抗（JXSS2101007）-说明书.pdf
CXHS2101013,林普利司片,化药,1,2021-05-17,2023-03-03,上海璎黎药业有限公司;江苏宣泰药业有限公司,林普利塞片（CXHS2101013）申请上市公开审评报告.pdf/ 林普利塞片（CXHS2101013）说明书.pdf
JXSS2101005,度普利尤单抗注射液,治疗用生物制品,3.1,2021-05-10,2022-06-10,Sanofi-aventis groupe;赛诺菲（中国）投资有限公司;Sanofi Winthrop Industrie,JXSS2101005-6.pdf/ 度普利尤单抗注射液说明书.pdf
JXSS2101006,度普利尤单抗注射液,治疗用生物制品,3.1,2021-05-10,2022-06-10,Sanofi-aventis groupe;赛诺菲（中国）投资有限公司;Sanofi Winthrop Industrie,JXSS2101006.pdf/ 度普利尤单抗注射液06说明书.pdf
CXHS2101010,盐酸安罗替尼胶囊,化药,2.4,2021-05-07,2022-07-04,正大天晴药业集团股份有限公司;正大天晴药业集团股份有限公司,CXHS2101010-12_盐酸安罗替尼胶囊_报告_.pdf/ CXHS2101010-12_说明书_盐酸安罗替尼胶囊-.pdf
CXHS2101011,盐酸安罗替尼胶囊,化药,2.4,2021-05-07,2022-07-04,正大天晴药业集团股份有限公司;正大天晴药业集团股份有限公司,CXHS2101010-12_盐酸安罗替尼胶囊_报告_.pdf/ CXHS2101010-12_说明书_盐酸安罗替尼胶囊-.pdf
CXHS2101012,盐酸安罗替尼胶囊,化药,2.4,2021-05-07,2022-07-04,正大天晴药业集团股份有限公司;正大天晴药业集团股份有限公司,CXHS2101010-12_盐酸安罗替尼胶囊_报告_.pdf/ CXHS2101010-12_说明书_盐酸安罗替尼胶囊-.pdf
CXHS2101006,SHR6390片,化药,1,2021-04-27,2022-09-02,江苏恒瑞医药股份有限公司;江苏恒瑞医药股份有限公司,羟乙磺酸达尔西利片 （CXHS2101006-8）-申请上市技术审评报告.pdf/ 羟乙磺酸达尔西利片 （CXHS2101006-8）-说明书.pdf
CXHS2101007,SHR6390片,化药,1,2021-04-27,2022-09-02,江苏恒瑞医药股份有限公司;江苏恒瑞医药股份有限公司,羟乙磺酸达尔西利片 （CXHS2101006-8）-申请上市技术审评报告.pdf/ 羟乙磺酸达尔西利片 （CXHS2101006-8）-说明书.pdf
CXHS2101008,SHR6390片,化药,1,2021-04-27,2022-09-02,江苏恒瑞医药股份有限公司;江苏恒瑞医药股份有限公司,羟乙磺酸达尔西利片 （CXHS2101006-8）-申请上市技术审评报告.pdf/ 羟乙磺酸达尔西利片 （CXHS2101006-8）-说明书.pdf
CXHS2101004,多扎格列艾汀片,化药,1,2021-04-26,2023-03-22,华领医药技术（上海）有限公司;上海迪赛诺生物医药有限公司,多格列艾汀片（CXHS2101004）申请上市技术审评报告.pdf/ 多格列艾汀片（CXHS2101004）说明书.pdf
CXSS2101000,斯鲁利单抗注射液,治疗用生物制品,1,2021-04-23,2022-08-09,上海复宏汉霖生物制药有限公司;上海复宏汉霖生物制药有限公司,斯鲁利单抗注射液（CXSS2101000）-申请上市技术审评报告.pdf/ 斯鲁利单抗注射液（CXSS2101000）-说明书.pdf
JXHS2101007,依维莫司片,化药,5.1,2021-04-23,2022-09-02,无;北京诺华制药有限公司;无,依维莫司片（JXHS2101007-9）-申请上市技术审评报告.pdf/ 依维莫司片（JXHS2101007-9）-说明书.pdf
JXHS2101008,依维莫司片,化药,5.1,2021-04-23,2022-09-02,无;北京诺华制药有限公司;无,依维莫司片（JXHS2101007-9）-申请上市技术审评报告.pdf/ 依维莫司片（JXHS2101007-9）-说明书.pdf
JXHS2101009,依维莫司片,化药,5.1,2021-04-23,2022-09-02,无;北京诺华制药有限公司;无,依维莫司片（JXHS2101007-9）-申请上市技术审评报告.pdf/ 依维莫司片（JXHS2101007-9）-说明书.pdf
JXHS2101010,环孢素乳状滴眼液,化药,5.1,2021-04-23,2022-10-09,无;参天制药（中国）有限公司;无;无,hbs.pdf/ hbssms.pdf
JXHS2101004,度恩西布胶囊,化药,5.1,2021-04-21,2022-07-25,无;石药集团中奇制药技术（石家庄）有限公司;无;无,度维利塞胶囊（JXHS2101004-05） 申请上市技术审评报告.pdf/ 度维利塞胶囊（JXHS2101004-05）说明书.pdf
JXHS2101005,度恩西布胶囊,化药,5.1,2021-04-21,2022-07-25,无;石药集团中奇制药技术（石家庄）有限公司;无;无,度维利塞胶囊（JXHS2101004-05） 申请上市技术审评报告.pdf/ 度维利塞胶囊（JXHS2101004-05）说明书.pdf
JXHS2101002,Lorlatinib片,化药,5.1,2021-04-15,2022-09-19,无;辉瑞投资有限公司;无,Lorlatinib片（JXHS2101002、3）技术审评报告-.pdf/ Lorlatinib片（JXHS2101002-03）说明书.pdf
